id,term,category,synonyms,icd11_tm2_code,references,description
UN2697,Waj-ul-Mafasil,Unani Disease,"Joint Pain,Arthritis",TM2-UN4366,Canon of Medicine,A condition of Joint Pain characterized by Arthritis in Unani Disease context.
HO2698,Gelsemium,Homeopathic Indication,"Flu,Dullness",TM2-HO14701,Organon of Medicine,A condition of Flu characterized by Dullness in Homeopathic Indication context.
HO2699,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO22357,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
SI2700,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI9717,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
AY2701,Shwasa,Ayurvedic Disease,"Asthma,Breathing difficulty",TM2-AY9522,Charaka Samhita,A condition of Asthma characterized by Breathing difficulty in Ayurvedic Disease context.
HO2702,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO7024,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
AY2703,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY9422,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
SI2704,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI17879,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
HO2705,Silicea Profile,Homeopathic Indication,"Suppuration,Lack of grit",TM2-HO21121,Organon of Medicine,A condition of Suppuration characterized by Lack of grit in Homeopathic Indication context.
UN2706,Yaraqan,Unani Disease,"Jaundice,Yellow skin",TM2-UN12887,Canon of Medicine,A condition of Jaundice characterized by Yellow skin in Unani Disease context.
YO2707,Prenatal Yoga,Yoga Therapy,"Pregnancy Care,Ante-natal",TM2-YO20555,Yoga Sutras,A condition of Pregnancy Care characterized by Ante-natal in Yoga Therapy context.
HO2708,Ignatia State,Homeopathic Indication,"Grief,Hysteria",TM2-HO4934,Organon of Medicine,A condition of Grief characterized by Hysteria in Homeopathic Indication context.
AY2709,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY13721,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
HO2710,Lycopodium Profile,Homeopathic Indication,"Liver trouble,Right side",TM2-HO10512,Organon of Medicine,A condition of Liver trouble characterized by Right side in Homeopathic Indication context.
SI2711,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI13445,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
HO2712,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO14930,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
SI2713,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI4189,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
AY2714,Unmada,Ayurvedic Disease,"Insanity,Psychosis",TM2-AY13258,Charaka Samhita,A condition of Insanity characterized by Psychosis in Ayurvedic Disease context.
SI2715,Sanni,Siddha Condition,"Delirium,Coma like",TM2-SI8554,Siddha Materia Medica,A condition of Delirium characterized by Coma like in Siddha Condition context.
AY2716,Unmada,Ayurvedic Disease,"Insanity,Psychosis",TM2-AY7849,Charaka Samhita,A condition of Insanity characterized by Psychosis in Ayurvedic Disease context.
SI2717,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI9323,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
SI2718,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI7447,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
AY2719,Mutrakrichha,Ayurvedic Disease,"Dysuria,Painful urination",TM2-AY8971,Charaka Samhita,A condition of Dysuria characterized by Painful urination in Ayurvedic Disease context.
SI2720,Sobai,Siddha Condition,"Anemia,Low blood",TM2-SI7239,Siddha Materia Medica,A condition of Anemia characterized by Low blood in Siddha Condition context.
AY2721,Unmada,Ayurvedic Disease,"Insanity,Psychosis",TM2-AY6926,Charaka Samhita,A condition of Insanity characterized by Psychosis in Ayurvedic Disease context.
HO2722,Bryonia State,Homeopathic Indication,"Dry Cough,Worse motion",TM2-HO7323,Organon of Medicine,A condition of Dry Cough characterized by Worse motion in Homeopathic Indication context.
YO2723,Prenatal Yoga,Yoga Therapy,"Pregnancy Care,Ante-natal",TM2-YO12127,Yoga Sutras,A condition of Pregnancy Care characterized by Ante-natal in Yoga Therapy context.
YO2724,Back Pain Management,Yoga Therapy,"Lumbar Spondylosis,Spine care",TM2-YO8849,Yoga Sutras,A condition of Lumbar Spondylosis characterized by Spine care in Yoga Therapy context.
YO2725,Prenatal Yoga,Yoga Therapy,"Pregnancy Care,Ante-natal",TM2-YO6390,Yoga Sutras,A condition of Pregnancy Care characterized by Ante-natal in Yoga Therapy context.
YO2726,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO6562,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
UN2727,Yaraqan,Unani Disease,"Jaundice,Yellow skin",TM2-UN12607,Canon of Medicine,A condition of Jaundice characterized by Yellow skin in Unani Disease context.
SI2728,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI12261,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
SI2729,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI10605,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
AY2730,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY6761,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
YO2731,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO16378,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
AY2732,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY5111,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
AY2733,Ashmari,Ayurvedic Disease,"Calculus,Stones",TM2-AY13840,Charaka Samhita,A condition of Calculus characterized by Stones in Ayurvedic Disease context.
UN2734,Yaraqan,Unani Disease,"Jaundice,Yellow skin",TM2-UN13144,Canon of Medicine,A condition of Jaundice characterized by Yellow skin in Unani Disease context.
HO2735,Lycopodium Profile,Homeopathic Indication,"Liver trouble,Right side",TM2-HO5173,Organon of Medicine,A condition of Liver trouble characterized by Right side in Homeopathic Indication context.
YO2736,Prenatal Yoga,Yoga Therapy,"Pregnancy Care,Ante-natal",TM2-YO7650,Yoga Sutras,A condition of Pregnancy Care characterized by Ante-natal in Yoga Therapy context.
HO2737,Bryonia State,Homeopathic Indication,"Dry Cough,Worse motion",TM2-HO10709,Organon of Medicine,A condition of Dry Cough characterized by Worse motion in Homeopathic Indication context.
HO2738,Bryonia State,Homeopathic Indication,"Dry Cough,Worse motion",TM2-HO5762,Organon of Medicine,A condition of Dry Cough characterized by Worse motion in Homeopathic Indication context.
AY2739,Ashmari,Ayurvedic Disease,"Calculus,Stones",TM2-AY10887,Charaka Samhita,A condition of Calculus characterized by Stones in Ayurvedic Disease context.
AY2740,Unmada,Ayurvedic Disease,"Insanity,Psychosis",TM2-AY6954,Charaka Samhita,A condition of Insanity characterized by Psychosis in Ayurvedic Disease context.
SI2741,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI15345,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
SI2742,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI13554,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
YO2743,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO5113,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
SI2744,Vatham,Siddha Condition,"Rheumatism,Wind humour",TM2-SI8232,Siddha Materia Medica,A condition of Rheumatism characterized by Wind humour in Siddha Condition context.
HO2745,Pulsatilla Profile,Homeopathic Indication,"Weepiness,Changeable",TM2-HO7335,Organon of Medicine,A condition of Weepiness characterized by Changeable in Homeopathic Indication context.
UN2746,Niqras,Unani Disease,"Gout,Podagra",TM2-UN15530,Canon of Medicine,A condition of Gout characterized by Podagra in Unani Disease context.
SI2747,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI13592,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
AY2748,Shoola,Ayurvedic Disease,"Colic,Abdominal pain",TM2-AY3152,Charaka Samhita,A condition of Colic characterized by Abdominal pain in Ayurvedic Disease context.
SI2749,Sanni,Siddha Condition,"Delirium,Coma like",TM2-SI7216,Siddha Materia Medica,A condition of Delirium characterized by Coma like in Siddha Condition context.
UN2750,Zukan,Unani Disease,"Common Cold,Running nose",TM2-UN10741,Canon of Medicine,A condition of Common Cold characterized by Running nose in Unani Disease context.
UN2751,Suda,Unani Disease,"Headache,Cephalalgia",TM2-UN2788,Canon of Medicine,A condition of Headache characterized by Cephalalgia in Unani Disease context.
SI2752,Vatham,Siddha Condition,"Rheumatism,Wind humour",TM2-SI5570,Siddha Materia Medica,A condition of Rheumatism characterized by Wind humour in Siddha Condition context.
SI2753,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI17567,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
AY2754,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY16444,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
UN2755,Waj-ul-Mafasil,Unani Disease,"Joint Pain,Arthritis",TM2-UN7678,Canon of Medicine,A condition of Joint Pain characterized by Arthritis in Unani Disease context.
SI2756,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI11538,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
SI2757,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI10620,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
HO2758,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO4587,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
HO2759,Gelsemium,Homeopathic Indication,"Flu,Dullness",TM2-HO4498,Organon of Medicine,A condition of Flu characterized by Dullness in Homeopathic Indication context.
UN2760,Ziabetus,Unani Disease,"Diabetes,High blood sugar",TM2-UN10517,Canon of Medicine,A condition of Diabetes characterized by High blood sugar in Unani Disease context.
SI2761,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI16312,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
UN2762,Zukan,Unani Disease,"Common Cold,Running nose",TM2-UN4774,Canon of Medicine,A condition of Common Cold characterized by Running nose in Unani Disease context.
SI2763,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI15118,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
SI2764,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI2712,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
AY2765,Unmada,Ayurvedic Disease,"Insanity,Psychosis",TM2-AY11297,Charaka Samhita,A condition of Insanity characterized by Psychosis in Ayurvedic Disease context.
SI2766,Vatham,Siddha Condition,"Rheumatism,Wind humour",TM2-SI20890,Siddha Materia Medica,A condition of Rheumatism characterized by Wind humour in Siddha Condition context.
SI2767,Vatham,Siddha Condition,"Rheumatism,Wind humour",TM2-SI3087,Siddha Materia Medica,A condition of Rheumatism characterized by Wind humour in Siddha Condition context.
SI2768,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI13404,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
SI2769,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI10150,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
SI2770,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI3244,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
SI2771,Sobai,Siddha Condition,"Anemia,Low blood",TM2-SI10006,Siddha Materia Medica,A condition of Anemia characterized by Low blood in Siddha Condition context.
AY2772,Unmada,Ayurvedic Disease,"Insanity,Psychosis",TM2-AY11060,Charaka Samhita,A condition of Insanity characterized by Psychosis in Ayurvedic Disease context.
SI2773,Sobai,Siddha Condition,"Anemia,Low blood",TM2-SI13538,Siddha Materia Medica,A condition of Anemia characterized by Low blood in Siddha Condition context.
AY2774,Mutrakrichha,Ayurvedic Disease,"Dysuria,Painful urination",TM2-AY10658,Charaka Samhita,A condition of Dysuria characterized by Painful urination in Ayurvedic Disease context.
SI2775,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI13075,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
SI2776,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI11687,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
YO2777,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO18886,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
HO2778,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO6790,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
UN2779,Ziabetus,Unani Disease,"Diabetes,High blood sugar",TM2-UN4093,Canon of Medicine,A condition of Diabetes characterized by High blood sugar in Unani Disease context.
AY2780,Amlapitta,Ayurvedic Disease,"Dyspepsia,Sour indigestion",TM2-AY9665,Charaka Samhita,Acid dyspepsia characterized by sour belching and heartburn
YO2781,Meditation Focus,Yoga Therapy,"Dhyana,Concentration",TM2-YO11302,Yoga Sutras,A condition of Dhyana characterized by Concentration in Yoga Therapy context.
UN2782,Laqwa,Unani Disease,"Facial Palsy,Face paralysis",TM2-UN15155,Canon of Medicine,A condition of Facial Palsy characterized by Face paralysis in Unani Disease context.
AY2783,Amlapitta,Ayurvedic Disease,"Dyspepsia,Sour indigestion",TM2-AY3782,Charaka Samhita,Acid dyspepsia characterized by sour belching and heartburn
HO2784,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO15294,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
SI2785,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI5088,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
UN2786,Ziabetus,Unani Disease,"Diabetes,High blood sugar",TM2-UN7982,Canon of Medicine,A condition of Diabetes characterized by High blood sugar in Unani Disease context.
YO2787,Weight Reduction,Yoga Therapy,"Obesity,Fat loss",TM2-YO9798,Yoga Sutras,A condition of Obesity characterized by Fat loss in Yoga Therapy context.
AY2788,Ashmari,Ayurvedic Disease,"Calculus,Stones",TM2-AY14539,Charaka Samhita,A condition of Calculus characterized by Stones in Ayurvedic Disease context.
YO2789,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO14153,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
AY2790,Ashmari,Ayurvedic Disease,"Calculus,Stones",TM2-AY13659,Charaka Samhita,A condition of Calculus characterized by Stones in Ayurvedic Disease context.
SI2791,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI14162,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
AY2792,Shwasa,Ayurvedic Disease,"Asthma,Breathing difficulty",TM2-AY7804,Charaka Samhita,A condition of Asthma characterized by Breathing difficulty in Ayurvedic Disease context.
AY2793,Apasmara,Ayurvedic Disease,"Epilepsy,Seizures",TM2-AY5022,Charaka Samhita,A condition of Epilepsy characterized by Seizures in Ayurvedic Disease context.
UN2794,Mizaj-e-Har,Unani Temperament,"Hot temperament,Warm constitution",TM2-UN6100,Canon of Medicine,Hot temperament in Unani medicine system
SI2795,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI14471,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
AY2796,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY17112,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
SI2797,Sanni,Siddha Condition,"Delirium,Coma like",TM2-SI13410,Siddha Materia Medica,A condition of Delirium characterized by Coma like in Siddha Condition context.
HO2798,Lycopodium Profile,Homeopathic Indication,"Liver trouble,Right side",TM2-HO8048,Organon of Medicine,A condition of Liver trouble characterized by Right side in Homeopathic Indication context.
UN2799,Zof-e-Bah,Unani Disease,"Sexual Debility,Weakness",TM2-UN2992,Canon of Medicine,A condition of Sexual Debility characterized by Weakness in Unani Disease context.
SI2800,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI5846,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
HO2801,Gelsemium,Homeopathic Indication,"Flu,Dullness",TM2-HO17385,Organon of Medicine,A condition of Flu characterized by Dullness in Homeopathic Indication context.
AY2802,Arsha,Ayurvedic Disease,"Hemorrhoids,Piles",TM2-AY8508,Charaka Samhita,A condition of Hemorrhoids characterized by Piles in Ayurvedic Disease context.
HO2803,Bryonia State,Homeopathic Indication,"Dry Cough,Worse motion",TM2-HO8884,Organon of Medicine,A condition of Dry Cough characterized by Worse motion in Homeopathic Indication context.
SI2804,Sobai,Siddha Condition,"Anemia,Low blood",TM2-SI12288,Siddha Materia Medica,A condition of Anemia characterized by Low blood in Siddha Condition context.
HO2805,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO12626,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
SI2806,Sanni,Siddha Condition,"Delirium,Coma like",TM2-SI11532,Siddha Materia Medica,A condition of Delirium characterized by Coma like in Siddha Condition context.
SI2807,Vatham,Siddha Condition,"Rheumatism,Wind humour",TM2-SI7899,Siddha Materia Medica,A condition of Rheumatism characterized by Wind humour in Siddha Condition context.
UN2808,Nazla,Unani Disease,"Catarrh,Coryza",TM2-UN5007,Canon of Medicine,A condition of Catarrh characterized by Coryza in Unani Disease context.
YO2809,Core Strength,Yoga Therapy,"Abdominal Tone,Strength",TM2-YO3040,Yoga Sutras,A condition of Abdominal Tone characterized by Strength in Yoga Therapy context.
YO2810,Back Pain Management,Yoga Therapy,"Lumbar Spondylosis,Spine care",TM2-YO1847,Yoga Sutras,A condition of Lumbar Spondylosis characterized by Spine care in Yoga Therapy context.
HO2811,Lycopodium Profile,Homeopathic Indication,"Liver trouble,Right side",TM2-HO14207,Organon of Medicine,A condition of Liver trouble characterized by Right side in Homeopathic Indication context.
YO2812,Prenatal Yoga,Yoga Therapy,"Pregnancy Care,Ante-natal",TM2-YO7168,Yoga Sutras,A condition of Pregnancy Care characterized by Ante-natal in Yoga Therapy context.
UN2813,Ziabetus,Unani Disease,"Diabetes,High blood sugar",TM2-UN4511,Canon of Medicine,A condition of Diabetes characterized by High blood sugar in Unani Disease context.
UN2814,Laqwa,Unani Disease,"Facial Palsy,Face paralysis",TM2-UN15315,Canon of Medicine,A condition of Facial Palsy characterized by Face paralysis in Unani Disease context.
AY2815,Shwasa,Ayurvedic Disease,"Asthma,Breathing difficulty",TM2-AY11779,Charaka Samhita,A condition of Asthma characterized by Breathing difficulty in Ayurvedic Disease context.
UN2816,Nazla,Unani Disease,"Catarrh,Coryza",TM2-UN13973,Canon of Medicine,A condition of Catarrh characterized by Coryza in Unani Disease context.
HO2817,Silicea Profile,Homeopathic Indication,"Suppuration,Lack of grit",TM2-HO20548,Organon of Medicine,A condition of Suppuration characterized by Lack of grit in Homeopathic Indication context.
HO2818,Silicea Profile,Homeopathic Indication,"Suppuration,Lack of grit",TM2-HO17988,Organon of Medicine,A condition of Suppuration characterized by Lack of grit in Homeopathic Indication context.
AY2819,Mutrakrichha,Ayurvedic Disease,"Dysuria,Painful urination",TM2-AY10061,Charaka Samhita,A condition of Dysuria characterized by Painful urination in Ayurvedic Disease context.
AY2820,Grahani,Ayurvedic Disease,"IBS,Digestive disorder",TM2-AY3934,Charaka Samhita,A condition of IBS characterized by Digestive disorder in Ayurvedic Disease context.
HO2821,Silicea Profile,Homeopathic Indication,"Suppuration,Lack of grit",TM2-HO20045,Organon of Medicine,A condition of Suppuration characterized by Lack of grit in Homeopathic Indication context.
AY2822,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY11751,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
HO2823,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO13919,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
UN2824,Shaqiqa,Unani Disease,"Migraine,Hemicrania",TM2-UN5987,Canon of Medicine,A condition of Migraine characterized by Hemicrania in Unani Disease context.
AY2825,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY9725,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
YO2826,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO9904,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
UN2827,Khafaqan,Unani Disease,"Palpitation,Heart flutter",TM2-UN9128,Canon of Medicine,A condition of Palpitation characterized by Heart flutter in Unani Disease context.
YO2828,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO10353,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
YO2829,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO15996,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
SI2830,Vatham,Siddha Condition,"Rheumatism,Wind humour",TM2-SI10923,Siddha Materia Medica,A condition of Rheumatism characterized by Wind humour in Siddha Condition context.
HO2831,Ignatia State,Homeopathic Indication,"Grief,Hysteria",TM2-HO4875,Organon of Medicine,A condition of Grief characterized by Hysteria in Homeopathic Indication context.
SI2832,Vatham,Siddha Condition,"Rheumatism,Wind humour",TM2-SI6137,Siddha Materia Medica,A condition of Rheumatism characterized by Wind humour in Siddha Condition context.
HO2833,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO13129,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
HO2834,Silicea Profile,Homeopathic Indication,"Suppuration,Lack of grit",TM2-HO22323,Organon of Medicine,A condition of Suppuration characterized by Lack of grit in Homeopathic Indication context.
SI2835,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI16350,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
HO2836,Ignatia State,Homeopathic Indication,"Grief,Hysteria",TM2-HO4659,Organon of Medicine,A condition of Grief characterized by Hysteria in Homeopathic Indication context.
UN2837,War-e-Kabid,Unani Disease,"Hepatitis,Liver inflammation",TM2-UN9162,Canon of Medicine,A condition of Hepatitis characterized by Liver inflammation in Unani Disease context.
SI2838,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI6372,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
YO2839,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO20091,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
YO2840,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO18763,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
UN2841,Niqras,Unani Disease,"Gout,Podagra",TM2-UN4102,Canon of Medicine,A condition of Gout characterized by Podagra in Unani Disease context.
UN2842,Yaraqan,Unani Disease,"Jaundice,Yellow skin",TM2-UN4500,Canon of Medicine,A condition of Jaundice characterized by Yellow skin in Unani Disease context.
HO2843,Eupatorium,Homeopathic Indication,"Bone Pain,Breakbone fever",TM2-HO6443,Organon of Medicine,A condition of Bone Pain characterized by Breakbone fever in Homeopathic Indication context.
SI2844,Sobai,Siddha Condition,"Anemia,Low blood",TM2-SI11546,Siddha Materia Medica,A condition of Anemia characterized by Low blood in Siddha Condition context.
UN2845,Waj-ul-Mafasil,Unani Disease,"Joint Pain,Arthritis",TM2-UN4434,Canon of Medicine,A condition of Joint Pain characterized by Arthritis in Unani Disease context.
SI2846,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI13559,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
AY2847,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY2990,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
SI2848,Sanni,Siddha Condition,"Delirium,Coma like",TM2-SI6749,Siddha Materia Medica,A condition of Delirium characterized by Coma like in Siddha Condition context.
SI2849,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI15330,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
